TRACK_ID,ARTIST_ID,ALBUM_ID,DURATION,AUDIO_PATH,AF_PATH,MEL_PATH,MOOD_TAG
TRK_10089,ARTST_262682,ALBM_762672,342.9,data/audio/9/TRK_10089.mp3,data/acoustic_brainz/9/TRK_10089.json,data/mel_feat/9/TRK_10089.npy,HAPPY
TRK_66159,ARTST_131460,ALBM_893291,98.6,data/audio/19/TRK_66159.mp3,data/acoustic_brainz/19/TRK_66159.json,data/mel_feat/19/TRK_66159.npy,HAPPY
TRK_83753,ARTST_385560,ALBM_664355,260.0,data/audio/13/TRK_83753.mp3,data/acoustic_brainz/13/TRK_83753.json,data/mel_feat/13/TRK_83753.npy,HAPPY
TRK_99858,ARTST_106969,ALBM_836272,176.4,data/audio/18/TRK_99858.mp3,data/acoustic_brainz/18/TRK_99858.json,data/mel_feat/18/TRK_99858.npy,HAPPY
TRK_2580,ARTST_295301,ALBM_893995,150.0,data/audio/0/TRK_2580.mp3,data/acoustic_brainz/0/TRK_2580.json,data/mel_feat/0/TRK_2580.npy,SAD
TRK_35075,ARTST_295441,ALBM_631729,194.7,data/audio/15/TRK_35075.mp3,data/acoustic_brainz/15/TRK_35075.json,data/mel_feat/15/TRK_35075.npy,SAD
TRK_49226,ARTST_188463,ALBM_540734,370.4,data/audio/6/TRK_49226.mp3,data/acoustic_brainz/6/TRK_49226.json,data/mel_feat/6/TRK_49226.npy,HAPPY
TRK_43453,ARTST_172351,ALBM_517116,144.0,data/audio/13/TRK_43453.mp3,data/acoustic_brainz/13/TRK_43453.json,data/mel_feat/13/TRK_43453.npy,HAPPY
TRK_34633,ARTST_295441,ALBM_721705,179.3,data/audio/13/TRK_34633.mp3,data/acoustic_brainz/13/TRK_34633.json,data/mel_feat/13/TRK_34633.npy,SAD
TRK_51629,ARTST_320074,ALBM_672747,121.6,data/audio/9/TRK_51629.mp3,data/acoustic_brainz/9/TRK_51629.json,data/mel_feat/9/TRK_51629.npy,SAD
TRK_52617,ARTST_197121,ALBM_501119,70.1,data/audio/17/TRK_52617.mp3,data/acoustic_brainz/17/TRK_52617.json,data/mel_feat/17/TRK_52617.npy,HAPPY
TRK_59339,ARTST_197069,ALBM_754524,240.6,data/audio/19/TRK_59339.mp3,data/acoustic_brainz/19/TRK_59339.json,data/mel_feat/19/TRK_59339.npy,SAD
TRK_34942,ARTST_270897,ALBM_549754,197.4,data/audio/2/TRK_34942.mp3,data/acoustic_brainz/2/TRK_34942.json,data/mel_feat/2/TRK_34942.npy,HAPPY
TRK_1582,ARTST_246250,ALBM_549568,113.2,data/audio/2/TRK_1582.mp3,data/acoustic_brainz/2/TRK_1582.json,data/mel_feat/2/TRK_1582.npy,HAPPY
TRK_93477,ARTST_344694,ALBM_714036,177.7,data/audio/17/TRK_93477.mp3,data/acoustic_brainz/17/TRK_93477.json,data/mel_feat/17/TRK_93477.npy,SAD
TRK_52078,ARTST_344550,ALBM_664747,78.6,data/audio/18/TRK_52078.mp3,data/acoustic_brainz/18/TRK_52078.json,data/mel_feat/18/TRK_52078.npy,HAPPY
TRK_16545,ARTST_237581,ALBM_745582,223.8,data/audio/5/TRK_16545.mp3,data/acoustic_brainz/5/TRK_16545.json,data/mel_feat/5/TRK_16545.npy,SAD
TRK_68354,ARTST_344685,ALBM_771210,383.6,data/audio/14/TRK_68354.mp3,data/acoustic_brainz/14/TRK_68354.json,data/mel_feat/14/TRK_68354.npy,HAPPY
TRK_11309,ARTST_205432,ALBM_654796,43.2,data/audio/9/TRK_11309.mp3,data/acoustic_brainz/9/TRK_11309.json,data/mel_feat/9/TRK_11309.npy,HAPPY
TRK_91432,ARTST_147816,ALBM_533080,636.8,data/audio/12/TRK_91432.mp3,data/acoustic_brainz/12/TRK_91432.json,data/mel_feat/12/TRK_91432.npy,SAD
TRK_58914,ARTST_385358,ALBM_746160,218.0,data/audio/14/TRK_58914.mp3,data/acoustic_brainz/14/TRK_58914.json,data/mel_feat/14/TRK_58914.npy,HAPPY
TRK_91317,ARTST_139700,ALBM_877094,259.5,data/audio/17/TRK_91317.mp3,data/acoustic_brainz/17/TRK_91317.json,data/mel_feat/17/TRK_91317.npy,SAD
TRK_98449,ARTST_294937,ALBM_508005,490.1,data/audio/9/TRK_98449.mp3,data/acoustic_brainz/9/TRK_98449.json,data/mel_feat/9/TRK_98449.npy,HAPPY
TRK_44370,ARTST_164181,ALBM_845106,561.6,data/audio/10/TRK_44370.mp3,data/acoustic_brainz/10/TRK_44370.json,data/mel_feat/10/TRK_44370.npy,SAD
TRK_24803,ARTST_336126,ALBM_876683,257.3,data/audio/3/TRK_24803.mp3,data/acoustic_brainz/3/TRK_24803.json,data/mel_feat/3/TRK_24803.npy,SAD
TRK_24786,ARTST_270583,ALBM_622721,114.1,data/audio/6/TRK_24786.mp3,data/acoustic_brainz/6/TRK_24786.json,data/mel_feat/6/TRK_24786.npy,SAD
TRK_98798,ARTST_278795,ALBM_835897,164.3,data/audio/18/TRK_98798.mp3,data/acoustic_brainz/18/TRK_98798.json,data/mel_feat/18/TRK_98798.npy,SAD
TRK_57992,ARTST_139555,ALBM_721274,727.5,data/audio/12/TRK_57992.mp3,data/acoustic_brainz/12/TRK_57992.json,data/mel_feat/12/TRK_57992.npy,SAD
TRK_76547,ARTST_344685,ALBM_771210,405.1,data/audio/7/TRK_76547.mp3,data/acoustic_brainz/7/TRK_76547.json,data/mel_feat/7/TRK_76547.npy,HAPPY
TRK_92245,ARTST_180629,ALBM_713584,214.2,data/audio/5/TRK_92245.mp3,data/acoustic_brainz/5/TRK_92245.json,data/mel_feat/5/TRK_92245.npy,SAD
TRK_67348,ARTST_164293,ALBM_869143,204.9,data/audio/8/TRK_67348.mp3,data/acoustic_brainz/8/TRK_67348.json,data/mel_feat/8/TRK_67348.npy,SAD
TRK_32949,ARTST_294956,ALBM_565364,319.5,data/audio/9/TRK_32949.mp3,data/acoustic_brainz/9/TRK_32949.json,data/mel_feat/9/TRK_32949.npy,SAD
TRK_84684,ARTST_311675,ALBM_812140,233.0,data/audio/4/TRK_84684.mp3,data/acoustic_brainz/4/TRK_84684.json,data/mel_feat/4/TRK_84684.npy,HAPPY
TRK_59577,ARTST_131460,ALBM_877471,148.5,data/audio/17/TRK_59577.mp3,data/acoustic_brainz/17/TRK_59577.json,data/mel_feat/17/TRK_59577.npy,HAPPY
TRK_77269,ARTST_123510,ALBM_853386,84.0,data/audio/9/TRK_77269.mp3,data/acoustic_brainz/9/TRK_77269.json,data/mel_feat/9/TRK_77269.npy,HAPPY
TRK_26179,ARTST_294937,ALBM_778958,137.1,data/audio/19/TRK_26179.mp3,data/acoustic_brainz/19/TRK_26179.json,data/mel_feat/19/TRK_26179.npy,HAPPY
TRK_84954,ARTST_189039,ALBM_574654,277.0,data/audio/14/TRK_84954.mp3,data/acoustic_brainz/14/TRK_84954.json,data/mel_feat/14/TRK_84954.npy,HAPPY
TRK_27458,ARTST_238033,ALBM_656542,261.0,data/audio/18/TRK_27458.mp3,data/acoustic_brainz/18/TRK_27458.json,data/mel_feat/18/TRK_27458.npy,SAD
TRK_1412,ARTST_188715,ALBM_696974,34.3,data/audio/12/TRK_1412.mp3,data/acoustic_brainz/12/TRK_1412.json,data/mel_feat/12/TRK_1412.npy,HAPPY
TRK_33129,ARTST_180544,ALBM_704749,290.0,data/audio/9/TRK_33129.mp3,data/acoustic_brainz/9/TRK_33129.json,data/mel_feat/9/TRK_33129.npy,HAPPY
TRK_2178,ARTST_311860,ALBM_861053,230.4,data/audio/18/TRK_2178.mp3,data/acoustic_brainz/18/TRK_2178.json,data/mel_feat/18/TRK_2178.npy,SAD
TRK_34063,ARTST_311765,ALBM_590413,234.8,data/audio/3/TRK_34063.mp3,data/acoustic_brainz/3/TRK_34063.json,data/mel_feat/3/TRK_34063.npy,HAPPY
TRK_19546,ARTST_361085,ALBM_828670,287.8,data/audio/6/TRK_19546.mp3,data/acoustic_brainz/6/TRK_19546.json,data/mel_feat/6/TRK_19546.npy,HAPPY
TRK_84771,ARTST_344685,ALBM_771210,395.8,data/audio/11/TRK_84771.mp3,data/acoustic_brainz/11/TRK_84771.json,data/mel_feat/11/TRK_84771.npy,HAPPY
TRK_8378,ARTST_131208,ALBM_778352,131.4,data/audio/18/TRK_8378.mp3,data/acoustic_brainz/18/TRK_8378.json,data/mel_feat/18/TRK_8378.npy,SAD
TRK_49577,ARTST_205060,ALBM_729363,197.4,data/audio/17/TRK_49577.mp3,data/acoustic_brainz/17/TRK_49577.json,data/mel_feat/17/TRK_49577.npy,SAD
TRK_83737,ARTST_197121,ALBM_549661,38.1,data/audio/17/TRK_83737.mp3,data/acoustic_brainz/17/TRK_83737.json,data/mel_feat/17/TRK_83737.npy,HAPPY
TRK_91354,ARTST_295124,ALBM_590394,174.6,data/audio/14/TRK_91354.mp3,data/acoustic_brainz/14/TRK_91354.json,data/mel_feat/14/TRK_91354.npy,HAPPY
TRK_2447,ARTST_262732,ALBM_811986,828.1,data/audio/7/TRK_2447.mp3,data/acoustic_brainz/7/TRK_2447.json,data/mel_feat/7/TRK_2447.npy,HAPPY
TRK_73882,ARTST_278705,ALBM_614504,190.1,data/audio/2/TRK_73882.mp3,data/acoustic_brainz/2/TRK_73882.json,data/mel_feat/2/TRK_73882.npy,HAPPY
TRK_75529,ARTST_164293,ALBM_869143,131.1,data/audio/9/TRK_75529.mp3,data/acoustic_brainz/9/TRK_75529.json,data/mel_feat/9/TRK_75529.npy,HAPPY
TRK_74296,ARTST_352638,ALBM_770402,87.1,data/audio/16/TRK_74296.mp3,data/acoustic_brainz/16/TRK_74296.json,data/mel_feat/16/TRK_74296.npy,SAD
TRK_49762,ARTST_131460,ALBM_893291,149.0,data/audio/2/TRK_49762.mp3,data/acoustic_brainz/2/TRK_49762.json,data/mel_feat/2/TRK_49762.npy,HAPPY
TRK_49389,ARTST_131208,ALBM_827542,266.0,data/audio/9/TRK_49389.mp3,data/acoustic_brainz/9/TRK_49389.json,data/mel_feat/9/TRK_49389.npy,HAPPY
TRK_9363,ARTST_180629,ALBM_754195,279.1,data/audio/3/TRK_9363.mp3,data/acoustic_brainz/3/TRK_9363.json,data/mel_feat/3/TRK_9363.npy,SAD
TRK_99207,ARTST_197024,ALBM_827846,36.3,data/audio/7/TRK_99207.mp3,data/acoustic_brainz/7/TRK_99207.json,data/mel_feat/7/TRK_99207.npy,HAPPY
TRK_58869,ARTST_172351,ALBM_639659,168.5,data/audio/9/TRK_58869.mp3,data/acoustic_brainz/9/TRK_58869.json,data/mel_feat/9/TRK_58869.npy,HAPPY
TRK_42046,ARTST_352696,ALBM_623068,184.2,data/audio/6/TRK_42046.mp3,data/acoustic_brainz/6/TRK_42046.json,data/mel_feat/6/TRK_42046.npy,HAPPY
TRK_84665,ARTST_164181,ALBM_779205,355.1,data/audio/5/TRK_84665.mp3,data/acoustic_brainz/5/TRK_84665.json,data/mel_feat/5/TRK_84665.npy,SAD
TRK_17565,ARTST_156102,ALBM_746007,144.0,data/audio/5/TRK_17565.mp3,data/acoustic_brainz/5/TRK_17565.json,data/mel_feat/5/TRK_17565.npy,HAPPY
TRK_9155,ARTST_197024,ALBM_819652,69.5,data/audio/15/TRK_9155.mp3,data/acoustic_brainz/15/TRK_9155.json,data/mel_feat/15/TRK_9155.npy,HAPPY
TRK_19515,ARTST_205436,ALBM_517362,106.3,data/audio/15/TRK_19515.mp3,data/acoustic_brainz/15/TRK_19515.json,data/mel_feat/15/TRK_19515.npy,SAD
TRK_689,ARTST_139555,ALBM_762256,343.8,data/audio/9/TRK_689.mp3,data/acoustic_brainz/9/TRK_689.json,data/mel_feat/9/TRK_689.npy,HAPPY
TRK_85209,ARTST_257322,ALBM_648466,131.7,data/audio/9/TRK_85209.mp3,data/acoustic_brainz/9/TRK_85209.json,data/mel_feat/9/TRK_85209.npy,SAD
TRK_33962,ARTST_172287,ALBM_836126,142.2,data/audio/2/TRK_33962.mp3,data/acoustic_brainz/2/TRK_33962.json,data/mel_feat/2/TRK_33962.npy,HAPPY
TRK_10769,ARTST_295301,ALBM_893995,150.0,data/audio/9/TRK_10769.mp3,data/acoustic_brainz/9/TRK_10769.json,data/mel_feat/9/TRK_10769.npy,SAD
TRK_9494,ARTST_311765,ALBM_590413,278.4,data/audio/14/TRK_9494.mp3,data/acoustic_brainz/14/TRK_9494.json,data/mel_feat/14/TRK_9494.npy,HAPPY
TRK_11098,ARTST_131460,ALBM_599208,208.9,data/audio/18/TRK_11098.mp3,data/acoustic_brainz/18/TRK_11098.json,data/mel_feat/18/TRK_11098.npy,HAPPY
TRK_59566,ARTST_196970,ALBM_598935,97.6,data/audio/6/TRK_59566.mp3,data/acoustic_brainz/6/TRK_59566.json,data/mel_feat/6/TRK_59566.npy,SAD
TRK_91618,ARTST_172351,ALBM_860836,73.2,data/audio/18/TRK_91618.mp3,data/acoustic_brainz/18/TRK_91618.json,data/mel_feat/18/TRK_91618.npy,HAPPY
TRK_980,ARTST_197024,ALBM_582084,32.4,data/audio/0/TRK_980.mp3,data/acoustic_brainz/0/TRK_980.json,data/mel_feat/0/TRK_980.npy,HAPPY
TRK_28225,ARTST_295584,ALBM_697795,96.1,data/audio/5/TRK_28225.mp3,data/acoustic_brainz/5/TRK_28225.json,data/mel_feat/5/TRK_28225.npy,HAPPY
TRK_10098,ARTST_262682,ALBM_762672,316.2,data/audio/18/TRK_10098.mp3,data/acoustic_brainz/18/TRK_10098.json,data/mel_feat/18/TRK_10098.npy,HAPPY
TRK_68619,ARTST_319993,ALBM_746709,180.0,data/audio/19/TRK_68619.mp3,data/acoustic_brainz/19/TRK_68619.json,data/mel_feat/19/TRK_68619.npy,SAD
TRK_74866,ARTST_303495,ALBM_795135,102.6,data/audio/6/TRK_74866.mp3,data/acoustic_brainz/6/TRK_74866.json,data/mel_feat/6/TRK_74866.npy,SAD
TRK_27387,ARTST_344685,ALBM_771210,190.5,data/audio/7/TRK_27387.mp3,data/acoustic_brainz/7/TRK_27387.json,data/mel_feat/7/TRK_27387.npy,HAPPY
TRK_43621,ARTST_393705,ALBM_615500,114.5,data/audio/1/TRK_43621.mp3,data/acoustic_brainz/1/TRK_43621.json,data/mel_feat/1/TRK_43621.npy,HAPPY
TRK_11782,ARTST_197121,ALBM_648608,69.1,data/audio/2/TRK_11782.mp3,data/acoustic_brainz/2/TRK_11782.json,data/mel_feat/2/TRK_11782.npy,HAPPY
TRK_99769,ARTST_279017,ALBM_524955,135.4,data/audio/9/TRK_99769.mp3,data/acoustic_brainz/9/TRK_99769.json,data/mel_feat/9/TRK_99769.npy,HAPPY
TRK_58392,ARTST_197024,ALBM_803276,110.4,data/audio/12/TRK_58392.mp3,data/acoustic_brainz/12/TRK_58392.json,data/mel_feat/12/TRK_58392.npy,HAPPY
TRK_25292,ARTST_204970,ALBM_803227,214.6,data/audio/12/TRK_25292.mp3,data/acoustic_brainz/12/TRK_25292.json,data/mel_feat/12/TRK_25292.npy,SAD
TRK_85331,ARTST_164181,ALBM_845106,512.1,data/audio/11/TRK_85331.mp3,data/acoustic_brainz/11/TRK_85331.json,data/mel_feat/11/TRK_85331.npy,SAD
TRK_1211,ARTST_393619,ALBM_565809,194.7,data/audio/11/TRK_1211.mp3,data/acoustic_brainz/11/TRK_1211.json,data/mel_feat/11/TRK_1211.npy,SAD
TRK_84415,ARTST_172351,ALBM_517116,134.0,data/audio/15/TRK_84415.mp3,data/acoustic_brainz/15/TRK_84415.json,data/mel_feat/15/TRK_84415.npy,HAPPY
TRK_26401,ARTST_385560,ALBM_664355,258.9,data/audio/1/TRK_26401.mp3,data/acoustic_brainz/1/TRK_26401.json,data/mel_feat/1/TRK_26401.npy,HAPPY
TRK_50143,ARTST_197024,ALBM_582084,86.2,data/audio/3/TRK_50143.mp3,data/acoustic_brainz/3/TRK_50143.json,data/mel_feat/3/TRK_50143.npy,HAPPY
TRK_42060,ARTST_393619,ALBM_803293,76.7,data/audio/0/TRK_42060.mp3,data/acoustic_brainz/0/TRK_42060.json,data/mel_feat/0/TRK_42060.npy,SAD
TRK_69188,ARTST_295584,ALBM_697795,76.9,data/audio/8/TRK_69188.mp3,data/acoustic_brainz/8/TRK_69188.json,data/mel_feat/8/TRK_69188.npy,HAPPY
TRK_865,ARTST_295176,ALBM_623038,103.2,data/audio/5/TRK_865.mp3,data/acoustic_brainz/5/TRK_865.json,data/mel_feat/5/TRK_865.npy,HAPPY
TRK_2455,ARTST_246354,ALBM_590804,264.3,data/audio/15/TRK_2455.mp3,data/acoustic_brainz/15/TRK_2455.json,data/mel_feat/15/TRK_2455.npy,SAD
TRK_25324,ARTST_172351,ALBM_541086,126.6,data/audio/4/TRK_25324.mp3,data/acoustic_brainz/4/TRK_25324.json,data/mel_feat/4/TRK_25324.npy,HAPPY
TRK_28382,ARTST_164528,ALBM_820723,155.4,data/audio/2/TRK_28382.mp3,data/acoustic_brainz/2/TRK_28382.json,data/mel_feat/2/TRK_28382.npy,HAPPY
TRK_52701,ARTST_221787,ALBM_820618,79.8,data/audio/1/TRK_52701.mp3,data/acoustic_brainz/1/TRK_52701.json,data/mel_feat/1/TRK_52701.npy,HAPPY
TRK_58768,ARTST_262283,ALBM_696979,125.0,data/audio/8/TRK_58768.mp3,data/acoustic_brainz/8/TRK_58768.json,data/mel_feat/8/TRK_58768.npy,HAPPY
TRK_49448,ARTST_295199,ALBM_745666,176.2,data/audio/8/TRK_49448.mp3,data/acoustic_brainz/8/TRK_49448.json,data/mel_feat/8/TRK_49448.npy,HAPPY
TRK_41422,ARTST_229424,ALBM_885027,58.3,data/audio/2/TRK_41422.mp3,data/acoustic_brainz/2/TRK_41422.json,data/mel_feat/2/TRK_41422.npy,SAD
TRK_11820,ARTST_294937,ALBM_804277,56.9,data/audio/0/TRK_11820.mp3,data/acoustic_brainz/0/TRK_11820.json,data/mel_feat/0/TRK_11820.npy,HAPPY
TRK_74824,ARTST_352696,ALBM_623068,233.9,data/audio/4/TRK_74824.mp3,data/acoustic_brainz/4/TRK_74824.json,data/mel_feat/4/TRK_74824.npy,HAPPY
TRK_98633,ARTST_295199,ALBM_598232,199.4,data/audio/13/TRK_98633.mp3,data/acoustic_brainz/13/TRK_98633.json,data/mel_feat/13/TRK_98633.npy,HAPPY
TRK_28427,ARTST_164528,ALBM_820723,152.5,data/audio/7/TRK_28427.mp3,data/acoustic_brainz/7/TRK_28427.json,data/mel_feat/7/TRK_28427.npy,HAPPY
TRK_2996,ARTST_344685,ALBM_615607,397.3,data/audio/16/TRK_2996.mp3,data/acoustic_brainz/16/TRK_2996.json,data/mel_feat/16/TRK_2996.npy,HAPPY
TRK_19942,ARTST_344617,ALBM_804231,277.8,data/audio/2/TRK_19942.mp3,data/acoustic_brainz/2/TRK_19942.json,data/mel_feat/2/TRK_19942.npy,HAPPY
TRK_77051,ARTST_393511,ALBM_886057,30.0,data/audio/11/TRK_77051.mp3,data/acoustic_brainz/11/TRK_77051.json,data/mel_feat/11/TRK_77051.npy,HAPPY
TRK_90269,ARTST_155839,ALBM_737385,66.9,data/audio/9/TRK_90269.mp3,data/acoustic_brainz/9/TRK_90269.json,data/mel_feat/9/TRK_90269.npy,SAD
TRK_10168,ARTST_311847,ALBM_574292,208.2,data/audio/8/TRK_10168.mp3,data/acoustic_brainz/8/TRK_10168.json,data/mel_feat/8/TRK_10168.npy,HAPPY
TRK_76535,ARTST_328006,ALBM_533641,93.4,data/audio/15/TRK_76535.mp3,data/acoustic_brainz/15/TRK_76535.json,data/mel_feat/15/TRK_76535.npy,SAD
TRK_8869,ARTST_393619,ALBM_606601,157.3,data/audio/9/TRK_8869.mp3,data/acoustic_brainz/9/TRK_8869.json,data/mel_feat/9/TRK_8869.npy,SAD
TRK_41173,ARTST_360699,ALBM_688258,313.1,data/audio/13/TRK_41173.mp3,data/acoustic_brainz/13/TRK_41173.json,data/mel_feat/13/TRK_41173.npy,HAPPY
TRK_49890,ARTST_275217,ALBM_598426,129.8,data/audio/10/TRK_49890.mp3,data/acoustic_brainz/10/TRK_49890.json,data/mel_feat/10/TRK_49890.npy,SAD
TRK_41991,ARTST_197024,ALBM_582084,160.9,data/audio/11/TRK_41991.mp3,data/acoustic_brainz/11/TRK_41991.json,data/mel_feat/11/TRK_41991.npy,HAPPY
TRK_93528,ARTST_106943,ALBM_828744,112.5,data/audio/8/TRK_93528.mp3,data/acoustic_brainz/8/TRK_93528.json,data/mel_feat/8/TRK_93528.npy,HAPPY
TRK_68676,ARTST_254311,ALBM_845052,118.3,data/audio/16/TRK_68676.mp3,data/acoustic_brainz/16/TRK_68676.json,data/mel_feat/16/TRK_68676.npy,HAPPY
